0.189978,-0.973694
0.189978,-0.973694
0.299414,-0.943603
0.218265,-0.954349
0.200515,-0.964213
0.320349,-0.92936
0.48931,-0.848703
0.733449,-0.617723
0.845564,-0.426444
0.915065,-0.121489
0.905444,0.0465896
0.869996,0.198052
0.809559,0.356465
0.739679,0.478636
0.689431,0.538144
0.679296,0.544463
0.671011,0.536785
0.668587,0.527699
0.671522,0.517306
0.683881,0.49685
0.6915,0.488484
0.69481,0.487529
0.705926,0.474415
0.718618,0.458106
0.731344,0.445149
0.744652,0.429617
0.756474,0.416636
0.762282,0.410583
0.774001,0.3943
0.783697,0.373881
0.794968,0.345976
0.803843,0.318134
0.810848,0.295006
0.812629,0.291367
0.815212,0.282691
0.817014,0.277401
0.815585,0.282802
0.815215,0.28179
0.815667,0.277796
0.816963,0.271299
0.819146,0.262589
0.820778,0.255601
0.822064,0.249556
0.823094,0.24685
0.824883,0.242541
0.827058,0.238111
0.828855,0.23317
0.830114,0.23039
0.832466,0.221077
0.835539,0.204961
0.837891,0.193439
0.84011,0.184991
0.841578,0.180537
0.841766,0.17822
0.840711,0.174478
0.841168,0.168395
0.840421,0.16073
0.839139,0.153149
0.837358,0.140286
0.83531,0.133638
0.835075,0.131402
0.83379,0.12554
0.832122,0.119184
0.830828,0.114875
0.830312,0.105459
0.830056,0.0970661
0.832376,0.0928882
0.833394,0.089409
0.836374,0.0917719
0.838234,0.0944184
0.838234,0.0944184
0.841603,0.102856
0.844003,0.107923
0.844831,0.110993
0.848693,0.111966
0.850198,0.113879
0.850198,0.113879
0.851537,0.113656
0.849482,0.11574
0.842944,0.12276
0.839638,0.123376
0.835647,0.121242
0.834091,0.117316
0.83334,0.109595
0.83089,0.102691
0.828817,0.0966501
0.826578,0.0872843
0.825099,0.0843581
0.823562,0.076928
0.822731,0.069563
0.823581,0.0638814
0.824851,0.0597113
0.827893,0.0597688
0.828905,0.0594335
0.830722,0.0613145
0.832054,0.0673891
0.83362,0.0708105
0.835671,0.0743499
0.837329,0.0792758
0.840755,0.0769336
0.842584,0.0771077
0.846769,0.0811166
0.847523,0.0752815
0.849297,0.0740189
0.850815,0.074975
0.851696,0.0699461
0.851625,0.0713009
0.850386,0.0678005
0.850974,0.0678832
0.851607,0.0723123
0.852205,0.0686165
0.853306,0.0602683
0.854374,0.0566231
0.854616,0.0570565
0.854765,0.0561437
0.854283,0.05255
0.853305,0.0488331
0.853104,0.0470998
0.853892,0.0447819
0.85421,0.0467821
0.854395,0.0480071
0.854888,0.0478533
0.85531,0.0476132
0.855378,0.0466896
0.855484,0.0435452
0.854965,0.038576
0.85466,0.0376251
0.854218,0.0367611
0.854715,0.0298457
0.85708,0.0279287
0.857761,0.0288437
0.858953,0.0318025
0.859359,0.0333591
0.859538,0.0359611
0.859984,0.0403734
0.860935,0.0422248
0.861336,0.0449756
0.861388,0.0475086
0.861336,0.0484031
0.861336,0.0484031
0.861795,0.0574082
0.862415,0.064256
0.862292,0.0668094
0.861464,0.0697974
0.860527,0.0739844
0.860144,0.076317
0.860321,0.0764286
0.861275,0.0731575
0.861773,0.0680211
0.862277,0.063357
0.862806,0.063342
0.862914,0.0628705
0.863013,0.0620511
0.863324,0.0615288
0.863971,0.0614166
0.864431,0.0633989
0.863823,0.0640262
0.863217,0.0674949
0.862757,0.0679642
0.862504,0.0721472
0.862191,0.0758221
0.860837,0.0811432
0.85999,0.0860464
0.859022,0.0892197
0.858922,0.0909631
0.858915,0.091765
0.858241,0.0944327
0.857348,0.0984022
0.856428,0.102342
0.855627,0.103686
0.855039,0.103642
0.855004,0.103192
0.854864,0.102124
0.854807,0.0995322
0.854967,0.0976048
0.855507,0.0955838
0.85562,0.0943009
0.856003,0.0954481
0.856163,0.0963352
0.856385,0.0948219
0.856564,0.0937556
0.856659,0.0926389
0.856626,0.090076
0.856693,0.0862198
0.856674,0.0857145
0.856603,0.0832569
0.856796,0.0833433
0.856911,0.0810341
0.857167,0.0805615
0.857223,0.0793081
0.857592,0.0769778
0.857811,0.0757605
0.858025,0.0749566
0.858006,0.0735057
0.857813,0.0684914
0.857487,0.0639694
0.857788,0.061874
0.857782,0.0601333
0.857935,0.0557597
0.857951,0.0504986
0.858748,0.0472827
0.859771,0.0449371
0.860828,0.0453426
0.861001,0.0448963
0.861131,0.0443119
0.861297,0.0433602
0.860843,0.044415
0.860414,0.0456106
0.86027,0.0472647
0.859887,0.0581081
0.859508,0.0642489
0.858762,0.0703331
0.858282,0.0729052
0.857956,0.0760952
0.8574,0.077313
0.857098,0.0785063
0.8567,0.0804751
0.85643,0.0807972
0.855991,0.0800935
0.855885,0.0784384
0.8565,0.0741232
0.856682,0.069631
0.857559,0.0635685
0.858325,0.0594013
0.859269,0.0512921
0.860157,0.0413677
0.86099,0.0316836
0.8626,0.0227025
0.864295,0.012865
0.864621,0.0101112
0.865066,0.00388126
0.864094,-0.00207168
0.863555,-0.00105765
0.863051,0.00799049
0.862001,0.0187828
0.860583,0.030009
0.859654,0.035549
0.857537,0.0474286
0.854144,0.058275
0.850592,0.0723711
0.846971,0.0825827
0.844739,0.0919858
0.844299,0.0946136
0.842638,0.105241
0.840829,0.114402
0.839656,0.122802
0.839571,0.129471
0.838694,0.139152
0.837118,0.149494
0.836497,0.155031
0.835253,0.163616
0.834893,0.168484
0.835237,0.173524
0.835034,0.177275
0.834613,0.184132
0.832624,0.190038
0.830877,0.192162
0.830211,0.195887
0.829915,0.196933
0.829533,0.198141
0.829297,0.197001
0.829032,0.197822
0.828919,0.197057
0.827887,0.199955
0.826493,0.20292
0.826851,0.204412
0.829215,0.206022
0.835068,0.207043
0.842463,0.209072
0.846333,0.206975
0.855391,0.193738
0.865304,0.18056
0.876245,0.154778
0.88561,0.127342
0.892473,0.103759
0.89493,0.094269
0.897151,0.0871262
0.901799,0.067422
0.902981,0.0518522
0.903925,0.0413253
0.904657,0.0351418
0.905255,0.0320617
0.905542,0.0293938
0.905721,0.0284149
0.90528,0.0267378
0.904985,0.0284712
0.904948,0.0320251
0.905007,0.0347735
0.905248,0.0369429
0.90619,0.0423874
0.907803,0.0422449
0.909621,0.0361402
0.911217,0.0308734
0.911217,0.0308734
0.91261,0.027821
0.91191,0.0390611
0.91129,0.0493624
0.910908,0.0629624
0.910993,0.0726922
0.911839,0.0840716
0.913708,0.0956566
0.914878,0.104573
0.915573,0.109095
0.917182,0.114367
0.918981,0.11467
0.919853,0.11383
0.920173,0.109195
0.919522,0.101402
0.918683,0.0962089
0.916575,0.0885829
0.914544,0.0818014
0.912611,0.0740877
0.910349,0.0679147
0.908099,0.0624523
0.907127,0.0604188
0.904927,0.0575488
0.903241,0.0571501
0.901681,0.057105
0.900714,0.0559785
0.899802,0.0563943
0.899147,0.0575897
0.898767,0.058135
0.897952,0.0590147
0.897245,0.061931
0.896331,0.0626706
0.895218,0.061456
0.893397,0.0640908
0.892494,0.0653521
0.890811,0.0647245
0.889902,0.062342
0.889129,0.0605694
0.888341,0.0595583
0.88755,0.05557
0.886769,0.0514073
0.886374,0.0496822
0.88588,0.0445293
0.885888,0.0395372
0.886085,0.0342069
0.885988,0.0296164
0.885746,0.0254589
0.885443,0.0235862
0.884772,0.0212505
0.884306,0.02023
0.88369,0.0182653
0.883576,0.0164823
0.883576,0.0164823
0.882326,0.0136901
0.881696,0.0139042
0.880129,0.0156519
0.87894,0.0149927
0.877758,0.0138479
0.877069,0.0118633
0.876486,0.0105216
0.87582,0.00841214
0.87548,0.00714971
0.875002,0.00595106
0.874973,0.00443616
0.874652,0.00465622
0.874252,0.00416832
0.873529,0.00345558
0.873105,0.00266629
0.872488,0.0010637
0.871843,-0.000340419
0.871768,-0.0042504
0.871896,-0.00824098
0.871849,-0.0109989
0.871492,-0.0132104
0.871115,-0.0435549
0.871599,-0.0409696
0.871499,-0.035601
0.871123,-0.0311447
0.870507,-0.027353
0.86971,-0.0247113
0.869328,-0.0232403
0.868365,-0.0219255
0.865791,-0.0615241
0.864916,-0.0710134
0.863419,-0.0742359
0.860693,-0.0903675
0.858723,-0.100919
0.858056,-0.104365
0.857118,-0.11337
0.856206,-0.121815
0.855399,-0.125491
0.85479,-0.124068
0.854508,-0.114983
0.854333,-0.10818
0.853952,-0.0936044
0.853236,-0.0766183
0.852725,-0.0560717
0.851042,-0.031762
0.849062,-0.00324335
0.84636,0.0266785
0.844661,0.040417
0.841676,0.0660459
0.838739,0.0872208
0.83614,0.103066
0.834248,0.112263
0.833153,0.117929
0.832826,0.119464
0.832921,0.119743
0.833525,0.11662
0.834352,0.112157
0.835411,0.107676
0.835973,0.102254
0.836235,0.0984961
0.836561,0.0921919
0.836516,0.0879664
0.836634,0.0815862
0.836703,0.0765175
0.836501,0.0735107
0.835939,0.0720579
0.835614,0.071521
0.835422,0.0717456
0.835422,0.0717456
0.835065,0.0727869
0.834991,0.0743011
0.835018,0.0742899
0.835188,0.0744403
0.835283,0.074924
0.835562,0.075568
0.835738,0.0768809
0.83562,0.0792945
0.835703,0.0808312
0.835867,0.0812687
0.836051,0.080949
0.836297,0.0791028
0.836715,0.0780062
0.836975,0.0780235
0.83684,0.0776688
0.836634,0.0776797
0.836352,0.0778912
0.836153,0.0780623
0.835726,0.0789515
0.835287,0.0799446
0.83516,0.0813509
0.834981,0.0829999
0.834482,0.0859822
0.83457,0.0868824
0.834394,0.0873489
0.834008,0.0855191
0.833964,0.0845211
0.834821,0.081299
0.835168,0.0796167
0.835522,0.0785308
0.836043,0.0767995
0.83666,0.07754
0.837708,0.0756801
0.838662,0.0755025
0.839305,0.0764357
0.838949,0.078884
0.838727,0.0798552
0.838514,0.0810194
0.83835,0.0814265
0.83782,0.0823947
0.837801,0.0820519
0.837713,0.0817164
0.837258,0.082821
0.837143,0.0829095
0.836778,0.0835545
0.836195,0.0851357
0.836058,0.0855467
0.835998,0.085732
0.835712,0.0856787
0.835739,0.0856031
0.835706,0.0850044
0.835821,0.0834194
0.835712,0.0810728
0.835601,0.0792467
0.835405,0.077736
0.83512,0.0768721
0.834698,0.0754184
0.834554,0.072929
0.834239,0.071687
0.833865,0.0728857
0.833504,0.072333
0.833331,0.0728988
0.833411,0.073589
0.833843,0.0722166
0.833712,0.0714514
0.833638,0.071479
0.833575,0.0707569
0.833551,0.0709115
0.833551,0.0709115
0.83282,0.0702157
0.832611,0.0694735
0.83252,0.0678339
0.832448,0.0666168
0.832552,0.0670434
0.83253,0.0678415
0.832657,0.0653788
0.832621,0.0646796
0.832438,0.0643641
0.832339,0.0667254
0.832586,0.0679814
0.832754,0.0683303
0.832974,0.0674547
0.832881,0.0693351
0.832033,0.0726761
0.831183,0.0759579
0.830611,0.0777394
0.830793,0.0789434
0.831397,0.0785459
0.832014,0.0787991
0.832321,0.0785633
0.832659,0.0789732
0.832874,0.0797316
0.833057,0.0806236
0.833211,0.0813415
0.833363,0.0815895
0.833351,0.0819468
0.833267,0.0820895
0.833306,0.0814976
0.833481,0.0803629
0.833606,0.0788938
0.83399,0.0772424
0.834621,0.0738829
0.834755,0.0732062
0.835128,0.0711798
0.835364,0.0693816
0.83563,0.0698389
0.83553,0.0697707
0.835939,0.0679807
0.836073,0.0675719
0.836434,0.067906
0.836468,0.0682454
0.836193,0.0684687
0.836034,0.0683083
0.835788,0.0675496
0.835525,0.0666797
0.835348,0.0668228
0.835339,0.0669988
0.835281,0.0676236
0.835056,0.068578
0.834855,0.0700045
0.834935,0.0701664
0.834997,0.0702274
0.835193,0.0700228
0.835199,0.0702551
0.835072,0.0703851
0.834928,0.0717069
0.834857,0.0724131
0.834933,0.0721641
0.83485,0.0725729
0.834561,0.0733246
0.834491,0.0744287
0.834197,0.0751465
0.83426,0.0745662
0.834308,0.0742661
0.834365,0.0736855
0.83464,0.0722495
0.834694,0.0720022
0.834855,0.0719132
0.835074,0.0720743
0.83546,0.0731645
0.835658,0.0733496
0.835938,0.0730139
0.835858,0.0728936
0.835955,0.0721927
0.835902,0.0721164
0.835616,0.0722963
0.835466,0.0716969
0.835384,0.07167
0.835261,0.0714637
0.835158,0.0714898
0.835032,0.0719358
0.835111,0.0713416
0.834959,0.0709933
0.834923,0.0712318
0.834721,0.0715645
0.834655,0.0714701
0.834776,0.071393
0.834453,0.0728166
